core_temp,hyd_pressure,voltage_draw,sync_rate,coolant_level,vibration,operating_hours,failure
68.1,2189.0,393.2,95.49,337.5,1.131,1783.0,0
76.53,1767.1,551.7,84.15,414.3,6.487,2203.0,0
74.36,1872.7,448.0,93.78,412.8,1.615,1614.7,0
59.1,1373.4,432.9,85.49,103.0,1.392,959.5,0
73.48,1210.0,353.9,85.44,333.0,5.042,3322.0,0
56.44,1665.2,521.2,85.98,174.7,5.873,104.9,0
53.41,1783.8,502.8,88.69,465.7,0.859,2820.9,0
72.4,1634.5,631.4,94.02,,3.609,3456.0,0
58.62,1284.3,499.0,95.86,395.6,2.215,4969.1,0
46.93,1735.9,463.1,98.96,92.2,4.239,1537.3,0
57.75,1161.7,394.1,70.07,285.0,3.423,4082.1,1
,1624.1,463.3,80.36,215.8,2.896,3988.8,1
65.07,2029.8,450.8,88.61,414.6,4.065,3160.4,0
81.75,1520.8,474.1,,106.1,2.618,1496.0,0
81.23,1902.9,769.3,88.79,487.2,0.161,2538.6,0
53.65,1846.6,716.4,94.95,123.9,3.595,3346.8,0
87.36,1548.8,417.2,100.0,219.8,4.932,4664.1,0
77.86,1547.9,680.4,99.19,276.5,4.281,4869.9,0
82.45,1635.0,504.1,87.89,197.7,1.229,254.0,0
53.68,1524.4,494.2,99.03,246.4,8.166,3154.8,0
40.7,2584.5,499.4,90.48,214.4,3.273,4275.3,0
50.17,1956.1,516.5,100.0,278.4,2.659,4960.8,0
88.66,1454.7,497.9,99.64,312.6,3.163,2138.3,0
41.8,2185.7,529.2,86.66,311.9,4.97,2507.8,0
61.05,1039.6,649.9,96.43,128.2,,4683.4,0
46.88,1794.8,553.5,100.0,293.4,3.811,4281.5,0
63.73,1725.4,677.6,91.8,439.3,0.983,3389.3,0
94.36,1848.8,588.2,92.44,391.5,5.108,3630.2,0
82.05,1262.9,612.7,93.87,151.5,5.314,3647.5,0
56.71,973.0,562.7,87.86,399.9,0.515,1515.0,0
68.62,1957.9,450.7,86.76,50.3,3.14,1627.6,1
83.24,1840.8,546.1,91.05,246.7,1.788,3017.0,0
51.11,2033.2,443.2,79.71,367.7,1.574,2716.6,0
67.22,1832.8,761.0,99.15,138.0,0.903,799.7,0
60.99,1685.3,428.3,89.89,457.4,8.603,545.9,0
81.4,1490.4,389.9,90.9,181.3,2.824,39.4,0
54.06,1549.7,531.8,100.0,234.1,10.141,4634.1,0
62.6,2507.7,652.4,84.26,,2.75,4201.8,0
69.04,1271.1,568.9,85.04,497.8,,81.9,0
54.46,1173.9,542.1,86.24,211.9,5.458,2506.9,0
41.51,765.3,521.7,100.0,,0.222,4286.8,0
24.09,2077.4,414.2,93.68,63.9,2.24,1653.8,0
54.7,1940.8,516.1,99.4,392.1,4.167,110.7,0
78.63,969.3,500.0,91.8,210.0,1.185,651.8,0
49.41,1712.2,445.3,98.47,303.8,3.628,1839.9,0
59.88,976.3,370.5,93.79,351.3,2.614,858.6,0
49.15,1565.2,302.3,86.44,349.5,0.125,1992.2,0
90.69,1770.4,513.6,100.0,469.7,4.437,4331.7,0
53.2,1225.8,637.8,87.38,315.9,1.85,2945.6,0
66.95,1281.4,633.6,99.53,163.1,1.153,3540.4,0
60.81,1942.3,530.8,85.74,195.2,,618.1,0
81.73,2337.1,409.6,99.4,296.5,5.632,2044.3,1
60.94,1946.4,754.6,86.99,354.5,2.164,1798.8,0
47.8,1172.5,330.3,100.0,387.6,3.719,312.4,0
89.46,2451.8,451.9,100.0,213.7,3.082,616.5,0
38.51,1481.4,381.6,97.31,397.7,5.747,1140.0,0
70.58,1505.0,657.8,78.65,382.1,2.908,1342.0,0
91.58,2140.4,569.2,92.06,238.5,4.516,3370.0,1
53.34,1274.2,466.3,91.79,371.5,0.829,1431.1,0
62.5,1523.6,587.1,100.0,467.1,1.912,621.6,0
63.53,1588.5,414.5,80.99,169.0,1.057,4169.7,1
71.5,1263.6,433.1,91.67,53.6,3.587,460.0,1
95.84,981.7,468.1,84.95,379.5,4.341,1073.9,0
69.9,1562.9,477.3,99.74,311.2,4.128,1376.7,0
41.66,1295.5,461.0,89.98,260.6,1.776,3454.7,0
73.13,1954.0,611.9,86.07,,0.989,2580.2,0
64.68,1430.5,502.2,86.49,265.2,1.381,2654.0,0
83.05,1626.1,469.4,92.43,490.7,3.299,670.7,0
97.31,1783.7,611.7,93.68,246.6,3.193,107.8,0
80.96,1965.4,396.3,89.1,394.5,1.868,1761.8,0
23.42,2042.7,509.8,100.0,252.9,3.368,2612.9,0
69.73,1482.3,476.1,90.2,420.2,6.098,4057.0,0
61.92,1855.3,557.8,,365.0,2.993,203.7,0
59.45,2175.2,609.5,94.82,220.2,2.784,1651.7,0
55.84,2205.9,514.6,,155.5,5.859,4734.7,1
44.3,1378.3,478.6,91.97,391.3,0.284,1469.2,0
58.35,2079.1,634.6,97.52,367.3,4.543,1976.5,0
54.13,991.5,498.6,90.49,331.7,1.598,2673.9,0
50.62,1678.8,441.3,99.62,452.0,4.622,3239.4,1
48.36,1958.7,736.1,93.2,314.6,2.968,4767.8,0
72.88,1644.6,706.8,85.72,251.5,4.87,2694.5,0
65.65,1589.3,471.4,86.51,292.7,2.98,434.2,0
49.1,2391.9,650.0,91.04,257.8,1.479,3481.1,0
,2333.3,516.9,83.54,143.1,2.225,2463.0,0
75.31,1698.4,507.8,100.0,229.4,0.938,3587.6,0
55.0,1687.4,538.6,91.63,282.6,1.399,2405.2,0
66.69,1260.3,543.9,91.9,319.8,4.478,4713.3,0
63.78,950.2,588.9,89.03,99.4,0.114,2482.7,0
62.21,2248.0,342.7,79.52,486.7,4.187,2904.6,0
86.52,1700.8,376.7,96.46,447.9,4.022,4714.3,0
57.5,2013.4,517.0,89.14,218.6,1.864,2351.3,0
64.37,2179.8,527.7,100.0,246.7,6.374,3868.8,0
51.9,1217.6,660.6,96.0,177.4,2.091,489.2,0
37.27,1872.3,547.8,92.84,171.7,0.782,2229.9,0
47.5,1762.3,437.8,100.0,91.1,5.971,4166.9,0
63.23,2002.0,533.2,94.99,179.1,0.718,746.8,0
77.46,1919.4,456.4,95.25,122.4,5.325,466.6,1
60.36,2041.1,540.5,92.1,287.8,0.519,1940.9,0
64.98,1479.2,476.4,98.68,447.3,2.59,248.8,0
62.1,1921.3,251.8,100.0,375.6,0.622,4234.8,0
21.51,1485.0,527.2,88.17,122.4,5.912,3204.6,0
23.96,821.1,334.2,76.71,168.6,5.419,2455.7,0
72.59,1900.7,334.0,93.87,67.2,5.218,1998.3,1
83.02,1492.6,695.1,89.82,124.5,1.836,2537.0,1
28.27,1978.9,494.3,97.21,83.6,2.944,3160.9,0
55.68,1953.7,441.2,99.33,206.2,0.892,2471.7,0
70.63,1429.1,512.4,87.84,465.0,6.786,4386.1,0
36.57,1804.0,443.7,96.74,319.3,1.186,3845.2,0
75.28,1309.8,596.5,85.42,230.6,5.029,1308.9,0
69.59,1452.3,590.5,100.0,74.8,6.635,3969.9,1
58.25,13196.604984603237,934.8,95.26,194.3,5.338,1589.7,0
86.81,1479.3,640.0,83.03,186.3,1.201,2263.5,0
71.24,1345.3,539.4,91.05,499.5,1.683,2944.0,0
69.04,1918.7,592.5,100.0,137.2,1.595,2550.7,0
55.17,1479.1,361.2,92.89,85.4,3.102,3576.3,0
53.62,1313.3,493.5,100.0,318.8,8.976,2682.8,0
67.91,1489.2,482.9,98.13,271.0,0.502,3987.4,0
59.03,831.6,487.1,83.46,415.4,0.27,3909.9,0
52.97,1137.6,590.3,100.0,125.6,3.034,3862.0,0
59.04,1815.5,546.1,89.36,392.5,3.084,172.1,0
34.26,1853.2,531.8,86.6,288.1,,1694.1,0
46.61,836.7,497.7,91.69,469.4,4.328,2940.9,0
40.01,907.9,628.6,88.29,142.8,1.072,597.7,0
81.6,1782.0,630.2,96.02,253.9,2.296,441.9,0
65.88,1459.8,437.3,94.26,275.7,0.279,1527.4,0
63.7,2058.5,445.4,87.54,186.9,3.91,1893.0,0
-22.237443174234137,1722.7,565.8,87.34,288.7,3.19,3296.5,0
,1738.0,554.4,92.67,67.8,1.162,3879.1,0
70.88,1993.1,386.2,83.64,189.9,0.633,4757.5,1
,1262.6,495.0,96.83,119.7,5.379,2689.7,0
26.95,1402.0,596.0,86.27,345.2,0.805,2485.7,0
58.79,2213.1,298.4,100.0,,2.516,2245.6,0
55.96,1256.5,574.0,,223.5,4.458,4405.2,1
72.73,2373.2,526.9,81.49,103.6,1.288,1130.5,0
79.55,1700.2,445.1,90.88,83.5,2.181,4957.9,1
66.51,1567.6,380.6,100.0,66.5,2.268,2786.8,0
,1555.1,631.2,74.06,486.1,0.041,877.2,0
32.38,1697.9,447.4,100.0,310.1,2.548,1429.8,0
50.03,1123.2,575.4,82.25,392.4,2.186,3619.6,0
83.37,2116.0,434.4,94.82,483.1,0.758,165.2,0
50.39,1415.5,385.6,98.76,416.0,4.598,3744.5,1
66.23,1721.7,466.5,99.51,291.7,8.123,4773.3,0
50.65,1157.7,357.2,82.18,138.3,2.892,3162.9,0
55.5,1681.5,518.4,94.89,387.8,2.286,4913.9,0
35.24,1195.4,424.6,91.46,219.5,1.962,3386.6,0
59.84,887.7,505.0,100.0,231.6,2.042,3361.7,0
65.81,1438.9,462.6,100.0,342.4,4.746,640.8,0
83.32,1510.0,528.9,100.0,269.2,5.225,4558.8,0
55.24,1752.4,495.6,100.0,237.3,1.498,4258.1,0
70.94,1917.4,666.1,94.1,449.5,1.813,1841.7,0
,1852.0,580.9,90.09,456.7,2.926,4072.3,0
60.18,1577.6,483.9,92.1,272.7,4.124,1012.0,0
74.6,2294.5,545.4,100.0,465.0,0.848,2480.6,0
75.59,1868.4,408.4,95.88,417.2,0.678,3621.2,0
63.85,1506.2,381.3,97.0,446.2,3.879,2854.2,0
53.48,14536.59368179029,621.3,82.96,135.1,4.702,4736.3,1
31.14,1569.5,413.0,88.12,90.8,4.05,663.2,0
67.14,1330.4,617.7,100.0,158.5,4.099,260.3,0
40.53,1273.7,443.0,100.0,355.9,3.186,338.3,1
82.26,1505.2,484.3,92.51,272.2,6.81,3072.2,0
37.44,1540.4,337.1,88.92,299.2,5.351,1567.1,0
68.61,1556.8,456.6,97.61,430.1,4.358,4152.8,0
33.57,2234.1,530.1,83.26,491.1,0.769,4423.1,0
39.37,2076.5,383.2,90.6,478.0,2.489,189.7,0
62.06,797.6,547.5,100.0,209.7,4.377,4664.6,0
,1673.5,736.0,92.32,308.7,4.504,4464.0,0
76.86,1301.4,573.1,100.0,407.8,3.901,2415.1,0
60.22,1548.1,521.7,89.54,496.4,0.357,4118.4,0
45.15,1678.8,550.3,91.1,303.7,6.866,2163.2,0
50.61,2142.4,699.9,96.72,177.0,0.595,614.4,0
69.51,1103.3,469.3,90.88,361.9,4.392,4065.9,0
59.55,1581.7,406.2,83.28,,4.315,443.6,0
65.73,2027.2,505.7,94.26,155.7,3.586,4491.3,1
61.09,1249.2,498.1,85.1,407.3,4.925,501.8,0
78.22,2305.4,651.1,92.75,94.1,1.833,2565.2,1
87.99,1718.5,634.8,85.99,100.7,4.397,333.0,1
64.85,1576.6,645.7,95.23,365.7,3.264,1599.6,0
81.13,1333.0,640.7,91.09,176.3,4.309,1190.4,0
,1808.0,562.1,90.89,492.3,4.584,3905.0,0
92.78,1817.5,614.4,100.0,333.9,0.22,3225.4,0
72.11,1506.9,426.1,96.65,414.5,6.423,4529.2,0
37.29,1411.6,703.0,100.0,100.3,4.531,4842.9,0
27.75,1670.7,432.4,92.51,244.6,1.976,3712.3,0
43.19,1564.1,482.7,91.15,386.2,1.686,961.7,0
,1875.2,510.3,100.0,266.8,2.995,653.6,0
48.94,1220.3,557.1,98.9,398.8,1.91,42.6,0
44.68,1602.5,552.4,92.12,71.3,3.74,1788.0,0
19.61,2331.0,373.0,93.97,323.8,2.757,2992.6,0
35.22,1160.5,385.7,95.63,439.0,6.032,639.4,1
53.56,2299.6,469.5,66.26,497.1,1.652,1614.9,0
20.49,1894.1,412.8,100.0,416.0,0.963,2600.1,0
73.36,1588.4,686.8,90.12,224.1,1.824,3575.0,0
60.79,1926.5,551.5,81.28,412.1,1.334,388.1,0
93.21,642.6,548.0,86.35,187.9,3.099,1789.5,0
,1446.3,501.9,92.32,479.0,3.807,924.3,0
43.48,1475.7,526.0,100.0,414.4,3.983,3197.0,0
47.69,1987.1,611.4,95.08,242.4,2.222,3261.3,0
68.98,1991.5,786.6,87.37,173.1,8.051,2340.7,1
57.46,1833.4,688.1,96.6,176.3,3.193,3044.1,0
64.06,1904.1,414.1,96.99,311.6,0.571,3660.8,0
64.17,1634.1,411.6,95.5,263.6,4.373,4478.4,0
,1242.9,513.9,93.11,323.3,0.389,1270.0,0
67.41,842.7,568.9,88.27,194.0,0.841,1177.5,0
71.05,1860.8,527.6,100.0,421.6,1.992,269.6,0
91.44,1910.5,460.6,99.88,433.3,2.872,2510.7,0
100.33,1854.5,414.5,100.0,275.5,5.0,357.8,0
76.31,1906.8,534.0,100.0,154.6,0.412,3215.0,0
79.18,1090.5,536.6,96.43,436.1,2.883,1928.7,0
61.69,1635.0,243.0,100.0,52.0,6.151,15.2,1
87.26,1595.7,670.3,97.78,82.4,3.733,4836.6,1
,2035.8,776.1,100.0,,0.047,2511.0,0
80.47,1643.3,524.4,91.63,494.8,6.872,4665.1,0
53.41,1295.0,444.7,92.75,60.3,2.909,4815.7,1
74.05,1511.8,437.7,90.41,190.7,3.844,1847.2,0
68.7,2267.2,316.8,99.26,311.3,3.477,1416.1,0
57.33,1099.9,435.2,84.41,307.8,3.132,3137.4,0
89.97,1752.6,440.3,97.8,370.7,2.19,3740.4,0
61.49,942.8,669.4,94.0,161.0,0.845,172.4,0
80.48,1588.9,504.2,83.61,279.5,4.473,598.2,0
59.66,1826.1,470.0,94.9,422.0,3.067,783.4,0
67.24,1600.5,514.0,90.09,103.0,1.75,1621.9,0
70.16,1820.6,476.5,86.11,465.8,4.888,703.1,0
66.8,2335.4,500.1,86.92,61.2,6.586,3371.2,1
45.9,1590.4,628.8,92.95,285.7,3.023,3878.3,0
73.16,2005.5,375.9,100.0,173.0,5.822,2008.6,0
55.31,2299.8,497.8,89.67,280.3,3.357,2304.8,0
,1669.8,352.7,89.03,476.0,2.669,2798.7,0
47.21,1767.3,459.9,89.96,461.2,1.881,3253.9,0
65.51,1772.8,573.9,75.44,350.8,1.914,2196.8,0
78.87,1692.8,411.7,98.2,350.8,2.135,4823.2,0
79.29,1855.7,564.2,86.18,125.4,5.822,1253.1,1
75.52,1405.8,438.1,90.27,294.8,6.662,872.6,0
43.41,2239.6,470.7,89.83,450.8,6.805,662.6,0
40.38,1637.4,440.5,90.37,247.8,2.483,4486.2,0
26.6,2059.1,553.9,89.43,214.9,0.623,4647.9,0
69.42,1639.3,543.8,,,0.644,4176.5,0
60.03,1296.7,578.4,90.62,439.1,4.163,4297.6,0
65.62,1998.3,749.0,79.81,186.2,2.733,4677.8,1
41.46,1866.1,386.4,100.0,451.4,3.829,136.8,0
57.43,1705.7,717.2,100.0,360.6,3.506,4808.8,0
49.37,1851.7,475.7,93.08,255.4,1.115,3241.3,0
61.26,1143.2,565.7,87.1,498.3,2.367,4956.9,0
59.74,2064.0,436.6,91.34,304.3,4.793,2374.7,0
62.1,1570.6,672.7,,460.6,1.542,3087.6,0
66.05,1902.6,251.9,84.37,278.1,6.339,2704.3,1
72.4,1497.4,155.9,100.0,381.9,2.641,4579.1,0
46.63,1507.7,599.2,90.25,424.2,3.971,859.6,0
76.34,1885.1,467.4,88.11,141.3,3.83,4173.6,1
70.93,1529.3,570.7,89.78,493.3,6.362,2582.9,0
77.95,1645.0,515.4,86.68,172.8,5.076,3279.8,1
88.16,1210.7,356.4,97.34,145.2,0.264,1192.9,0
61.94,2167.7,587.6,92.31,296.6,4.045,3985.9,0
44.57,1632.6,511.2,92.89,402.2,1.328,1863.6,0
68.32,1902.1,453.2,97.87,487.0,0.201,1608.9,0
43.48,1594.6,429.9,99.23,398.9,4.586,4382.9,0
67.84,1329.2,594.5,96.7,140.9,3.491,4669.3,0
68.65,1678.0,479.6,91.28,496.9,5.038,4246.4,0
52.94,1593.6,688.3,89.27,422.3,1.032,1786.9,0
,1348.9,665.8,84.43,390.4,4.108,2615.1,0
56.23,1644.1,623.6,89.72,172.7,3.636,1339.2,0
36.71,1065.8,503.7,81.34,306.7,2.386,1192.5,0
62.46,1357.7,517.7,86.58,245.6,0.957,435.3,0
76.78,1828.7,554.8,93.54,102.7,1.428,485.5,0
64.77,1215.5,612.7,99.45,273.8,3.002,1926.1,0
67.09,1833.4,378.2,100.0,224.7,1.718,2322.9,0
75.7,1112.8,348.7,,144.5,4.495,2164.0,0
45.85,1790.3,486.1,93.2,155.7,1.741,2555.7,0
51.63,1708.5,519.4,76.03,330.6,2.341,4028.0,0
52.97,1836.4,630.2,94.52,106.3,7.561,2191.2,1
31.57,912.2,616.6,93.56,335.7,3.556,2080.6,0
54.17,1263.0,300.1,99.87,72.4,1.135,4365.3,0
65.35,1462.2,420.3,91.99,112.9,7.647,191.5,1
85.85,1849.5,426.0,83.99,475.9,2.057,1352.4,0
62.34,1177.2,635.5,100.0,301.5,5.303,1329.0,0
114.76,2264.7,603.9,97.58,181.7,5.241,2356.9,1
50.73,1637.9,538.4,93.95,309.4,0.91,2573.2,0
76.41,1732.0,471.1,97.18,374.1,4.239,343.7,0
89.47,1762.0,595.4,91.19,278.8,3.892,1280.4,0
44.65,1558.2,568.6,99.82,306.5,3.818,1102.1,0
55.43,1510.4,501.2,100.0,364.8,1.184,3395.1,0
82.25,1986.0,400.5,94.66,434.9,1.736,1989.4,0
76.21,1435.5,495.0,86.58,402.9,2.978,4044.2,0
70.9,1382.2,503.8,88.78,395.8,5.22,3253.7,0
82.18,2287.9,450.8,93.85,195.7,,3726.1,1
73.78,1082.3,362.0,,91.5,,1056.3,1
31.18,1744.1,508.1,93.14,244.8,1.52,1953.7,0
75.11,1682.0,539.0,87.41,235.3,3.286,3468.4,0
,1498.9,439.2,88.9,188.2,4.601,4818.4,0
28.39,1462.9,588.1,97.48,286.5,3.046,2677.6,0
81.88,1507.1,640.5,,101.9,4.293,2714.5,1
83.01,1792.8,464.9,85.98,137.7,3.257,1520.6,0
77.96,1913.4,427.7,100.0,383.8,2.142,4788.8,0
19.26,2281.0,639.0,94.2,331.8,0.283,1838.4,0
67.8,1619.4,485.2,99.27,380.8,1.406,3136.5,0
40.78,1636.0,618.0,85.92,181.6,3.304,327.2,0
76.88,1869.0,459.4,89.09,290.7,0.492,2794.7,0
54.56,2349.6,834.6,91.89,461.0,7.911,1845.7,1
64.74,1510.7,540.6,92.53,267.9,1.335,989.8,0
93.05,1370.5,743.6,91.07,421.2,2.228,3529.7,0
62.56,1710.0,539.0,90.08,115.6,5.83,3202.9,1
49.05,1904.8,475.2,100.0,114.9,3.507,566.9,0
,1020.9,428.3,86.41,286.1,3.468,1563.1,0
37.39,2146.5,495.3,89.22,156.9,3.755,2096.9,0
52.09,797.1,641.7,91.47,415.1,,2355.2,0
48.48,1613.6,848.2,94.38,108.9,3.498,4296.7,0
69.26,1759.8,557.8,91.73,213.3,5.015,1901.5,0
89.5,1159.4,623.1,91.63,,3.14,2323.8,0
66.21,2033.1,588.6,100.0,268.5,4.861,4472.4,0
77.56,1413.6,625.7,92.31,444.8,3.537,2863.0,0
86.69,2058.6,731.7,99.15,181.0,0.71,190.7,0
72.54,1987.4,448.7,85.69,294.7,2.666,1795.3,0
102.58,1462.1,309.1,86.75,259.4,2.471,619.4,0
81.66,2091.3,621.1,100.0,,6.215,3436.0,1
67.63,1269.2,277.3,96.56,446.1,1.398,277.6,0
102.81,1612.5,552.1,97.33,87.8,2.523,2748.5,1
60.58,1774.4,531.9,96.88,61.3,3.446,3204.4,1
57.16,1395.1,545.3,80.16,114.3,4.849,1475.9,0
59.32,743.7,595.2,86.97,221.6,4.621,528.4,0
71.98,2163.4,490.2,96.41,283.3,0.234,3045.7,0
65.4,2183.0,750.9,100.0,260.1,4.735,2091.0,0
76.33,2054.9,564.4,81.56,200.9,0.849,2434.8,0
75.96,1872.8,628.3,100.0,217.5,6.151,2379.6,0
78.01,2023.2,455.4,92.88,474.1,3.019,4606.7,0
78.62,820.8,563.5,88.7,436.0,2.213,3653.9,0
,2044.1,578.0,87.56,234.4,1.032,2537.2,0
59.05,1835.9,482.9,95.81,181.6,1.711,2152.9,0
59.76,1412.1,500.7,72.48,471.8,0.552,1086.4,0
35.55,1251.0,578.4,88.46,300.8,4.759,3065.8,0
68.18,1306.3,604.6,98.82,441.4,2.687,3617.3,0
73.59,1603.4,674.5,91.7,232.1,7.976,2151.1,0
78.51,2123.8,354.5,77.01,484.6,3.759,805.2,0
72.27,1302.9,708.6,91.16,345.0,0.063,89.4,0
65.0,1302.9,308.8,,146.4,6.356,841.2,0
78.24,1663.9,398.1,88.91,250.8,4.432,3202.2,0
,1544.7,423.1,97.87,263.6,3.879,825.4,0
47.81,2015.0,534.2,84.18,485.2,0.5,1319.9,0
53.96,943.0,815.7,93.93,334.1,2.431,4047.7,0
25.68,1543.7,402.9,95.95,132.5,1.813,4214.7,0
56.04,1160.9,563.0,,449.5,5.832,728.0,0
85.28,1867.1,230.8,87.53,207.5,2.144,4724.0,1
72.93,1290.5,311.4,87.43,210.0,3.163,2267.7,0
48.66,1752.9,495.5,100.0,173.0,5.189,3236.6,0
50.77,1283.7,742.5,100.0,393.6,5.527,4615.8,0
54.67,1870.2,480.4,100.0,175.6,7.9,3023.8,0
69.94,2626.4,427.8,100.0,362.5,7.13,2229.2,0
74.12,1379.2,639.7,98.42,495.5,3.73,580.9,0
37.55,1162.0,528.9,99.79,288.9,0.171,989.0,0
55.51,1819.1,601.3,95.81,430.6,5.02,1298.5,0
54.64,1877.4,313.4,92.64,194.3,6.084,388.5,0
,1903.7,584.2,81.78,457.2,3.462,4615.3,0
57.13,1693.5,550.2,92.54,163.6,2.732,931.6,0
49.92,1265.6,615.8,94.03,457.6,1.453,625.9,0
70.27,1803.9,553.0,89.36,216.1,,2218.4,0
65.01,1977.6,707.9,89.31,137.1,1.534,2905.1,0
49.05,1549.5,490.2,95.26,481.5,2.697,4811.3,0
45.09,1211.5,786.0,98.63,,7.241,3916.7,0
66.74,2209.0,559.4,95.45,174.1,1.8,2834.0,0
49.99,1730.0,624.4,89.69,424.8,2.444,2952.2,0
59.0,1278.6,306.6,100.0,94.0,0.146,489.7,0
47.99,1823.4,629.5,96.98,396.6,1.656,1963.4,0
52.71,1345.9,511.8,94.12,170.7,2.109,1532.4,0
59.27,1823.3,655.1,90.27,231.1,5.863,1534.5,0
79.12,2141.1,489.0,96.99,422.9,5.209,646.0,1
59.65,1502.0,594.2,96.89,468.2,2.28,3802.4,0
71.66,1576.3,535.1,88.34,442.4,1.209,2989.0,0
31.15,1772.3,264.7,100.0,312.1,1.331,3763.4,0
31.01,2018.8,561.0,84.49,228.3,3.903,3808.0,0
77.38,1203.4,451.8,100.0,392.1,0.692,2298.3,0
60.76,1242.7,380.3,83.91,61.8,5.136,1203.7,1
51.04,1076.3,448.5,94.9,305.8,5.062,587.0,0
53.55,1235.5,511.2,88.52,66.4,3.867,3019.4,0
73.99,2152.4,612.2,94.03,364.3,3.99,195.9,0
64.31,1177.7,703.8,90.47,470.7,7.311,3298.0,0
51.39,1463.8,272.5,96.79,211.8,3.516,3952.6,0
54.0,778.5,430.1,90.53,431.1,2.852,2015.8,0
78.76,1523.4,620.6,96.75,344.0,6.538,609.6,0
64.42,1340.3,557.6,90.03,303.1,3.358,3242.7,0
53.69,1906.0,431.6,95.79,435.6,0.394,3369.9,0
76.1,1409.0,453.3,97.87,157.7,7.169,903.7,0
71.85,1997.4,360.0,98.14,116.3,4.222,4423.4,0
49.54,1720.1,636.3,83.99,387.8,5.844,3409.4,0
62.53,773.6,496.5,75.78,299.7,3.798,549.8,0
56.19,1302.4,640.4,100.0,298.5,3.818,461.3,0
48.87,1424.3,684.6,100.0,301.1,3.664,940.5,0
88.08,1431.1,374.1,100.0,262.0,0.585,4696.8,0
57.68,1214.8,490.2,89.85,157.9,0.594,3894.6,0
80.88,2051.3,562.6,91.77,184.7,5.626,3502.1,1
62.05,1502.9,634.9,89.06,416.8,2.614,2297.6,0
,1241.0,370.0,92.14,223.6,3.646,2580.5,0
84.23,1748.6,496.4,98.48,331.7,6.258,3074.0,0
46.31,1637.2,393.8,100.0,162.4,4.284,646.9,1
50.61,1411.7,593.1,90.8,394.9,5.278,595.0,0
81.16,13637.251829343295,504.8,97.17,345.2,5.346,1891.1,0
59.17,1741.3,560.4,100.0,222.0,1.263,381.4,0
52.09,1089.0,377.7,89.87,258.7,0.84,2750.9,0
39.83,1124.7,485.2,89.25,145.7,3.023,717.3,0
45.95,986.6,670.5,100.0,53.1,0.375,3159.2,0
51.65,1929.7,564.6,96.75,292.8,1.81,3685.7,0
54.95,1048.1,386.4,100.0,329.0,1.184,2960.4,0
70.35,1728.1,743.6,89.12,325.5,1.802,3441.5,0
87.8,2271.4,483.2,100.0,319.5,1.329,3623.6,0
53.84,1218.5,575.4,87.52,321.2,4.565,2753.8,0
75.33,2128.9,472.3,94.04,329.9,0.58,4858.1,0
48.38,1154.3,700.4,95.16,55.9,1.51,4347.7,0
51.23,1891.9,408.2,100.0,270.7,3.997,2887.6,0
53.36,1218.5,430.3,82.88,80.3,1.295,3912.5,1
93.79,1423.5,577.8,100.0,221.6,0.662,3481.3,0
59.5,1508.7,778.7,99.68,344.9,3.233,1153.0,0
47.73,1684.6,500.6,100.0,89.4,4.239,4199.2,0
83.98,1413.5,520.6,100.0,200.0,2.923,1624.5,0
44.26,1507.6,354.2,95.64,455.7,0.741,675.6,0
54.4,1363.0,605.2,100.0,105.0,,4583.0,0
75.28,1851.5,334.8,91.76,67.7,7.903,3491.5,1
59.6,1427.9,627.7,95.88,360.9,3.628,2767.7,0
62.66,1110.1,586.5,91.27,,1.532,479.7,0
57.4,1779.4,346.0,84.71,153.4,3.451,1036.7,0
83.24,701.4,432.5,89.89,218.9,4.505,4052.8,0
46.47,1204.2,509.6,96.08,98.4,0.73,3113.0,0
50.73,1616.4,567.9,81.92,292.3,2.35,3433.7,0
86.63,2343.6,487.8,84.03,129.7,1.43,3299.1,1
66.86,1428.9,369.8,77.84,129.2,6.037,2319.0,1
66.99,1773.1,481.6,99.65,327.9,4.547,2583.6,0
63.98,1324.8,580.1,95.3,157.1,7.384,363.6,0
62.63,1156.8,617.4,95.18,52.5,4.427,2872.9,1
49.23,1828.1,455.9,93.11,129.1,2.088,899.3,0
61.57,1400.8,466.5,86.45,200.5,4.363,4033.1,0
52.34,1926.0,542.6,84.95,486.7,0.698,3572.9,0
69.55,1467.9,527.5,,109.6,3.886,4941.5,1
64.46,1585.5,654.9,100.0,159.9,0.164,2360.0,0
67.73,2470.4,670.4,96.66,462.8,3.09,3988.5,0
68.78,1517.1,512.0,79.79,309.2,4.028,466.0,0
40.77,2001.3,493.8,90.9,213.8,4.803,3933.2,0
69.95,1512.2,285.8,100.0,255.3,3.519,3568.5,0
53.69,1717.1,629.4,93.55,295.9,4.217,4326.1,0
51.63,898.5,558.3,93.44,160.1,5.745,573.9,0
69.68,1143.2,474.9,86.25,288.4,4.401,1446.9,0
75.33,1619.9,407.3,91.62,353.6,5.03,958.4,0
39.23,752.6,554.5,93.49,395.9,3.247,3509.2,0
68.71,2017.6,612.6,93.48,151.1,2.759,1328.9,0
68.8,1495.9,610.6,90.18,376.2,6.912,1734.9,0
76.87,1992.3,582.5,100.0,461.8,0.838,3562.9,1
72.99,1534.8,424.3,88.19,347.8,2.107,3040.0,0
43.16,1494.1,739.1,80.08,307.0,0.92,1889.5,0
63.41,1903.7,451.7,100.0,307.7,2.991,2993.3,0
