UDI,Product ID,Type,Cooling temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Lubricant pressure [bar],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Air temperature [K]
1410,L48589,L,209.776827,310.1,1466,42.5,5.726300933,187,,0,0,0,0,298.9
155,L47334,L,159.8997034,308.2,1528,36.2,7.980108704,196,0,0,0,0,0,298.4
7807,L54986,L,214.8940481,311.5,1349,48.6,6.317745816,113,0,0,0,0,0,300
3010,M17869,M,379.7317371,309.7,1466,39.8,7.7294839,184,0,0,0,0,0,300.4
1687,H31100,,315.6283967,307.3,1663,28.7,2.316612842,7,0,0,0,0,0,297.9
4015,L51194,L,315.3655985,311,1740,30.8,6.116745814,182,0,0,0,0,0,
7456,M22315,M,145.681671,311.7,1597,39.5,2.644808344,68,0,0,0,0,0,300.2
3864,L51043,L,152.4481357,311.4,1674,27,4.040298815,223,0,0,0,0,0,302.5
2734,L49913,L,123.3382898,309.2,1422,40.4,4.170965177,140,0,0,0,0,0,299.7
1896,L49075,L,123.4689376,307.6,1344,54.3,7.119847575,151,0,0,0,0,0,297.9
5443,L52622,L,128.2801103,312.7,1353,51.8,8.995619802,97,,0,0,0,0,
570,M15429,M,382.4880805,309.6,1596,35.2,5.306211111,173,0,0,0,0,0,297.7
6710,L53889,L,271.4902602,310.6,1481,37.6,9.531485989,77,0,0,0,0,0,301.4
5855,L53034,L,395.7437113,310.9,1416,53.3,2.588349412,66,0,0,0,0,0,301.2
1817,L48996,L,258.3341866,307.6,1460,46.5,1.062494403,143,0,0,0,0,0,298.1
8320,L55499,L,146.0863659,309.7,1393,45.7,5.148268996,99,0,0,0,0,0,298.7
3395,L50574,L,251.0349677,310.6,1405,42.3,4.289794271,83,0,0,0,0,0,301.5
3328,M18187,M,280.0990342,310.6,2432,14.2,1.746337366,126,0,0,0,0,0,301.5
9983,M24842,M,142.7612701,308.4,1507,45.7,7.097958317,192,0,0,0,0,0,298.7
6103,L53282,L,200.4255678,310.7,1442,43.2,3.274888955,49,0,0,0,0,0,300.7
2976,H32389,H,142.6583307,309.4,1360,46.2,4.666092763,93,0,0,0,0,0,300.5
981,L48160,L,162.6522429,306.7,1409,,7.596472991,134,0,0,0,0,0,296.1
191,L47370,L,256.6707212,308.4,1477,49.9,6.803617004,72,0,0,0,0,0,298.2
9332,L56511,L,247.8587617,308.9,1496,37.9,3.496002126,194,0,0,0,0,0,298.4
5089,L52268,L,232.7458818,313.1,1465,,9.775092266,69,0,0,0,0,0,304
700,H30113,H,241.7352957,308.7,1416,39.2,4.981481265,74,0,0,0,0,0,297.5
9760,L56939,L,318.5422054,309.7,1613,36.7,8.18391336,0,0,0,0,0,0,298.5
607,L47786,L,373.3110938,309.8,1461,50.5,2.593465604,38,0,0,0,0,0,297.9
302,L47481,L,187.0904257,308.4,1740,27.1,7.964110746,136,0,0,0,0,0,297.7
3421,L50600,L,227.7291583,310.6,1834,23.5,5.19336581,146,0,0,0,0,0,301.6
9805,L56984,L,355.8609146,309.1,1467,42.5,8.87077599,139,0,0,0,0,0,298.4
1061,H30474,H,328.7919241,307.9,1424,53.8,7.603526718,133,0,0,0,0,0,296.7
3445,L50624,L,329.9209202,310.6,1381,50.7,1.592859451,206,0,0,0,0,0,301.5
1070,M15929,M,341.9073714,307.8,1840,24.6,6.664286978,157,0,0,0,0,0,296.9
2206,L49385,L,283.4000086,309.2,1624,34.6,2.488137177,105,0,0,0,0,0,299.9
9436,L56615,L,240.9752671,308.7,1443,49.3,7.477597604,52,0,0,0,0,0,298
7340,L54519,L,261.7105853,310.4,1579,36.4,7.558459719,0,0,0,0,0,0,299.8
8209,L55388,L,210.6333422,310.7,1477,44,2.310998924,19,0,0,0,0,0,299.2
7680,L54859,L,255.8735875,311.7,1635,32.4,4.960889328,213,0,0,0,0,0,300.7
4643,L51822,L,375.8549513,311.4,1238,54.6,5.35631813,226,0,1,0,1,0,303.2
7684,L54863,L,359.4011413,311.7,1524,43.5,6.958067617,222,0,0,0,0,0,300.7
9008,L56187,L,239.6553425,308,1383,46.2,2.372771999,188,0,0,0,0,0,297.4
7997,M22856,M,299.498319,312.2,1499,41.5,9.793600852,140,0,0,0,0,0,301
5601,L52780,L,222.5670539,312.1,1487,36.6,6.675717907,84,0,0,0,0,0,302.8
9152,L56331,L,229.6220197,308.6,1553,,1.846317893,135,0,0,0,0,0,
7023,L54202,L,159.9717121,310.5,1561,33.2,7.718686014,48,0,0,0,0,0,300.7
4894,M19753,M,398.3753463,312.5,1448,44.3,1.894184361,195,0,0,0,0,0,303.8
226,L47405,L,256.9889879,308.5,1362,53.8,4.902842974,164,0,0,0,0,0,298.3
3355,L50534,L,364.1631938,310.9,1559,40.2,2.998609595,191,0,0,0,0,0,301.6
5896,M20755,M,207.3941248,310.9,1460,46.7,9.10495317,166,0,0,0,0,0,301.2
8755,L55934,L,286.9145649,308.6,1635,30.5,6.949657898,159,0,0,0,0,0,297.4
3437,L50616,L,273.3865797,310.5,1466,48.1,7.202172867,189,0,0,0,0,0,301.5
1694,H31107,H,360.6866868,307.5,1683,27.8,1.709088631,26,0,0,0,0,0,298
6894,L54073,L,241.7251757,311.6,1470,43.4,1.306165049,133,0,0,0,0,,301
1046,H30459,H,303.0949398,307.5,1403,52.8,5.323574862,94,0,0,0,0,0,296.4
3447,H32860,H,176.8182746,310.6,1400,49.5,5.987558671,211,0,0,0,0,0,
8051,L55230,L,288.8008676,312,1401,51.1,1.816084987,50,0,0,0,0,0,300.7
9147,L56326,L,354.2977772,308.6,1528,40,1.571625431,123,0,0,0,0,0,297.6
9982,L57161,L,366.4297148,308.5,1353,47,5.470806386,190,0,0,0,0,0,298.7
4736,L51915,L,309.4753566,311.5,1544,42.5,2.495901994,227,0,0,0,0,0,303.2
4497,M19356,M,353.9280343,310.4,1605,36,6.814861309,69,0,0,0,0,0,302.5
1219,M16078,M,228.6213227,308.2,1702,30.7,1.487022248,124,0,0,0,0,,297
6016,M20875,M,107.9961112,310.8,1520,38,2.48345011,45,0,0,0,0,0,300.8
9720,L56899,L,178.8944664,309.9,1309,56.2,9.887909424,119,0,0,0,0,0,298.9
3988,M18847,M,367.831173,311.3,1444,43.1,3.794968511,115,0,0,0,0,0,302.3
4912,L52091,L,257.5937675,312.3,1681,29.8,1.807796283,25,0,0,0,0,0,303.5
9493,L56672,L,365.9559495,309.9,1586,36.6,9.248554167,215,0,0,0,0,0,299.1
4494,L51673,L,367.7369621,310.5,1511,37.7,2.755812137,60,0,0,0,0,0,
6945,M21804,M,381.7841737,311.3,1487,39.8,7.124597108,50,0,0,0,0,0,300.7
5700,L52879,L,295.6971804,311.9,1867,25.9,9.050863046,121,0,0,0,0,0,
8353,L55532,L,113.2863492,309.6,1491,36.9,8.067030559,192,0,0,0,0,0,
957,H30370,H,293.515886,306.2,1632,32.2,4.749565664,76,0,0,0,0,0,295.6
2870,L50049,L,278.9494524,309.7,1519,35.8,5.46602589,14,0,0,0,0,0,300.8
4434,H33847,H,305.0449396,310.2,1435,44.9,1.652720671,127,0,0,0,0,0,302.4
4974,L52153,L,336.6041419,312.7,1461,38.2,6.612672609,188,0,0,0,0,0,303.8
2962,L50141,L,173.2224488,309.4,1654,32.8,3.883376701,57,0,0,0,0,0,300.6
2201,L49380,L,277.7554499,309.1,1546,35.6,8.619642701,93,0,0,0,0,0,299.8
99,L47278,L,168.0192439,308.8,1529,32.7,8.421180385,53,0,0,0,0,0,298.9
9850,L57029,L,288.7457087,309.4,2312,15.5,3.849269253,44,0,0,0,0,0,298.6
2558,M17417,M,186.5513165,309.1,1440,50,3.230771652,134,0,0,0,0,0,
8446,M23305,M,102.0980841,310,1541,,8.951276767,12,0,0,0,0,0,298.6
4200,M19059,M,358.4240432,311.1,1638,32,4.823042575,198,0,0,0,0,0,302.5
9638,L56817,L,184.6746243,310.3,1463,38.9,6.663988321,160,0,0,0,0,0,299.2
5540,H34953,H,184.372663,311.7,1482,39,4.87128946,127,0,0,0,0,0,302.3
1649,L48828,L,300.3739479,307.8,1373,50.2,1.323405243,130,0,0,0,0,0,297.9
6198,L53377,L,374.9487023,310.8,1493,45.8,4.330829408,57,0,0,0,0,0,300.9
6296,H35709,H,167.2556624,310.6,1782,24.9,2.081328457,93,0,0,0,0,0,301.1
4500,H33913,H,118.5383323,310.3,1721,27.4,1.745209841,79,0,0,0,0,0,302.6
1155,L48334,L,215.6338022,307.9,1626,29.9,2.114042464,177,0,0,0,0,0,296.9
2256,L49435,L,278.5720375,308.3,1559,33.7,8.688830597,30,0,0,0,0,0,299.1
3171,M18030,M,157.8238324,309.7,1685,32.3,6.381702548,167,0,0,0,0,0,300.4
7401,M22260,M,186.3046844,310.6,1633,34.2,9.632200157,151,0,0,0,0,0,299.6
7159,L54338,L,148.6849255,310,1389,53.6,1.48909814,184,0,0,0,0,0,300.2
3109,L50288,L,225.455397,309.2,1504,38.7,2.094743589,212,0,0,0,0,0,299.8
4549,L51728,L,329.5219158,310.5,1511,37.2,8.708395933,197,0,0,0,0,0,302.6
5424,L52603,L,220.3972583,312.3,1647,31.8,1.416493618,52,0,0,0,0,0,
2050,M16909,M,214.7246475,309.2,1586,37.9,1.787356653,129,0,0,0,0,0,
9209,L56388,L,142.1609584,308.9,1406,40.9,2.860836976,77,,0,0,0,0,298
8816,H38229,H,229.8510481,308.5,1435,55,3.1715659,104,0,0,0,0,0,297.3
9798,M24657,M,127.7159,309.2,1597,33.5,1.867182358,116,0,0,0,0,0,298.4
263,M15122,M,210.2139578,308.2,1736,26.8,4.482503719,27,0,0,0,0,0,298.1
4062,L51241,L,337.4883675,310.8,1906,21.7,5.789868037,62,0,0,0,0,0,301.9
5535,M20394,M,116.4729176,311.7,1494,37.1,2.066030119,114,0,0,0,0,0,302.3
6617,M21476,M,217.9999902,310.6,1380,45.8,3.587657098,70,0,0,0,0,0,
8121,L55300,L,218.0007294,311.6,1767,26.4,8.430790504,20,0,0,0,0,0,300.2
8156,L55335,L,201.1015847,310.8,1283,52.4,8.742706344,112,0,0,0,0,0,299.5
1803,H31216,H,155.695406,307.6,1496,,2.660533155,104,0,0,0,0,0,298.1
4737,L51916,L,301.2153316,311.5,1513,37.9,8.259028184,0,0,0,0,0,0,303.2
2386,L49565,L,232.1639842,308.3,1524,34.1,7.449857254,128,0,0,0,0,0,299.1
6695,M21554,M,117.518391,310.9,1300,,9.243357592,36,0,0,0,0,0,301.7
5760,L52939,L,112.483326,311.3,1551,35.8,6.923804523,61,0,0,0,0,0,301.8
1960,M16819,M,316.3095414,307.6,1352,49.4,6.174589002,102,0,0,0,0,0,297.8
2977,M17836,M,324.0756221,309.3,1881,25.5,1.126500115,98,0,0,0,0,0,300.5
8681,L55860,L,113.2459847,308.5,1494,39.6,8.850619147,181,0,0,0,0,0,297.2
1844,L49023,L,286.4425326,307.1,1496,39.2,5.423579857,12,,0,0,0,0,
1735,M16594,M,288.7107981,308.1,1501,39.2,9.297421693,127,0,0,0,0,0,298.5
2912,M17771,M,327.0415279,309.5,1352,44,3.406150464,126,0,0,0,0,0,300.7
8339,L55518,L,208.7890422,309.7,1740,28.5,4.859686727,152,0,0,0,0,0,298.8
1987,L49166,L,204.7075385,307.6,1498,42.9,1.118182499,171,0,0,0,0,0,298.1
9562,L56741,L,184.8144111,310.9,1853,26.3,9.850981625,166,0,0,0,0,0,299.6
6547,M21406,M,110.0155035,310.8,1530,39.9,7.248123172,107,0,0,0,0,0,301.4
7099,L54278,L,202.6654707,310.2,1642,32.6,5.54159036,26,0,0,0,0,0,300.7
2812,L49991,L,123.7252488,309.2,1761,25.6,1.58884733,115,0,0,0,0,0,299.9
660,L47839,L,389.7202192,309.1,1449,49.1,7.367440193,174,0,0,0,0,0,297.6
2512,M17371,M,226.904238,308.9,1526,41.1,4.824655856,20,0,0,0,0,0,299
4283,L51462,L,129.4824762,309.9,1374,48.5,6.592230721,180,0,1,0,0,0,301.9
9340,L56519,L,203.6277008,309,1458,44.8,6.302190173,217,0,0,0,0,0,298.5
8801,L55980,L,371.73905,308.5,1475,47.2,2.883223765,69,0,0,0,0,0,297.4
6288,M21147,M,298.827415,310.6,1479,41.1,2.144936391,72,0,0,0,0,0,301.1
1931,M16790,M,397.4473648,307.9,1569,37,9.230992411,29,0,0,0,0,0,
7126,L54305,L,210.0755129,310.1,1261,56.6,5.954236096,98,,0,0,0,0,
198,M15057,M,220.6710423,308.6,1527,40.9,2.064383321,96,0,0,0,0,0,298.4
7778,L54957,L,169.8073925,311.5,1695,25.6,2.100497006,43,0,0,0,0,0,300.3
2932,L50111,L,371.9906852,309.7,1373,45.4,5.401404098,179,0,0,0,0,0,300.8
8005,L55184,L,336.2483921,312,1533,44,6.723209076,162,0,0,0,0,0,300.9
2328,M17187,M,165.9081881,308.7,1420,50.3,5.714587534,208,0,0,0,0,0,299.3
4390,M19249,M,295.5339687,310,1355,45.1,2.971893803,6,0,1,0,0,0,
8959,M23818,M,260.080516,308.1,1734,,2.143210665,70,,0,0,0,0,297.4
4219,M19078,M,287.632027,310.6,1479,40.5,1.68166415,24,0,0,0,0,0,302
203,M15062,M,311.2822023,308.5,1636,35.7,7.295853676,107,0,0,0,0,0,298.4
3511,L50690,L,383.0155313,311,1474,42.6,6.816130416,164,0,0,0,0,0,301.7
4932,M19791,M,289.3823192,312.1,1693,30,2.969062717,80,0,0,0,0,0,303.3
5536,L52715,L,275.8045323,311.7,1465,43.5,8.860934883,117,0,0,0,0,0,302.3
5792,M20651,M,197.9301441,311.3,1542,40.1,7.190966531,142,0,0,0,0,0,301.8
1708,L48887,L,392.0436002,307.8,1439,41.6,1.656031083,62,0,0,0,0,0,298.2
5173,L52352,L,118.3618526,313.4,1740,28.2,3.62716091,78,0,0,0,0,0,304.2
5250,M20109,M,191.3303546,312.9,1422,39.9,9.685544543,63,0,0,0,0,0,303.4
6529,L53708,L,254.7360752,310.5,1546,40,4.002258019,55,0,0,0,0,0,301.2
9849,H39262,H,197.9335622,309.2,1568,40.6,4.46405619,39,0,0,0,0,0,298.5
5856,M20715,M,301.1601229,310.9,1424,45.2,8.869998705,68,0,0,0,0,0,301.2
8165,L55344,L,218.6146182,310.9,1472,40.9,3.913980415,137,0,0,0,0,0,299.6
855,M15714,M,192.9608648,307.3,1498,,7.198333026,15,0,0,0,0,0,296.3
4738,M19597,M,210.044481,311.5,1336,,6.803197962,2,0,1,0,0,0,303.2
699,L47878,L,317.3599699,308.8,1539,40.2,3.458960834,72,0,0,0,0,0,297.6
3697,L50876,L,351.7889117,311.2,1454,46.8,8.977883074,0,0,0,0,0,0,302.1
1637,L48816,L,229.9827534,307.8,1505,37.3,9.647622103,100,0,0,0,0,0,297.9
7281,L54460,L,153.6042576,310.2,1288,69.6,7.998655901,62,0,0,1,0,0,299.9
7555,M22414,M,114.1643781,311.4,1371,50.2,8.851324868,109,0,0,0,0,0,300.3
3582,M18441,M,246.4893148,310.6,1459,40.2,2.681072448,128,0,0,0,0,0,301.8
1292,M16151,M,258.000537,309.7,1675,28.4,6.049115622,115,0,0,0,0,0,298.6
6586,M21445,M,358.1237101,310.5,1600,32.8,7.973474605,205,0,0,0,0,0,301.5
1854,L49033,L,298.6398771,307.2,1486,40.6,5.204591913,42,,0,0,0,0,297.6
5233,L52412,L,223.9152093,312.9,1381,57.8,9.073443651,27,0,0,0,0,0,303.6
3764,L50943,L,163.6697295,311,1428,47.9,7.046777004,174,0,0,0,0,0,302.3
3305,L50484,L,356.5019423,310.3,1497,45.7,7.604857124,76,0,0,0,0,0,301.2
1496,H30909,H,191.0578515,308.5,1383,44.6,3.93166628,184,0,0,0,0,0,297.9
7995,L55174,L,272.0656413,312.3,1424,43.5,6.788671503,136,0,0,0,0,0,301
1999,H31412,H,210.5948865,308,1637,30.8,2.10667183,2,0,0,0,0,0,298.3
664,L47843,L,204.1691788,308.9,1469,44,9.589092513,185,0,0,0,0,0,297.5
3749,L50928,L,276.0824153,311.1,1493,39,5.401544037,137,0,0,0,0,0,302.5
4414,M19273,M,356.5567742,310.5,1398,47.3,9.820122957,70,0,0,0,0,0,302.7
5531,M20390,M,126.2827314,311.8,1355,50.1,5.74170925,104,0,0,0,0,0,302.3
5576,H34989,H,282.650968,312,1477,39.7,6.456654732,18,0,0,0,0,0,302.4
8902,L56081,L,166.0045479,308.6,1446,50.1,4.294273719,144,,0,0,0,0,
7527,L54706,L,382.4152374,311.4,1660,31.4,8.942603693,38,0,0,0,0,0,300.1
9475,M24334,M,100.5719348,309.6,1455,46.8,1.265230218,162,0,0,0,0,0,298.7
5865,M20724,M,287.4581427,311,1486,36.5,8.200291266,91,0,0,0,0,0,301.4
6777,L53956,L,108.6822879,310.6,1451,47.5,3.822608667,42,0,0,0,0,0,301.3
1307,L48486,L,273.1636378,310,1487,41.4,6.613364353,152,0,0,0,0,0,298.8
7393,M22252,M,279.8734092,310.5,1492,39.3,5.778713383,131,0,0,0,0,0,299.7
5593,L52772,L,111.098606,311.9,1437,46.7,4.204641194,65,0,0,0,0,0,302.5
9722,L56901,L,111.6317797,309.8,1490,40.6,2.536502843,124,0,0,0,0,0,298.8
1664,M16523,M,197.2897942,307.9,1759,28.6,7.001366057,176,0,0,0,0,0,298.1
5451,H34864,H,308.1023757,312.8,1435,41.9,7.535209391,115,0,0,0,0,0,303.1
9955,M24814,M,365.2944233,307.9,1446,42.8,3.165037599,121,0,0,0,0,0,298.1
3628,L50807,L,341.7791489,311.5,1588,30.6,4.66334769,39,0,0,0,0,0,302.2
2694,M17553,M,100.1164096,309.6,1622,36.1,2.287609642,43,0,0,0,0,0,300.1
9790,L56969,L,352.0432857,309.6,1715,28.4,7.020318338,90,0,0,0,0,0,298.6
5916,M20775,M,198.7388379,310.2,1532,38.7,5.574627221,16,0,0,0,0,0,300.6
3158,M18017,M,177.2993182,309.7,1488,42.2,1.74223494,133,0,0,0,0,0,300.4
6669,L53848,L,325.1846981,310.5,1476,39.2,7.519433466,206,0,0,0,0,0,301.4
1060,M15919,M,377.6295347,307.9,1874,21.3,2.830195565,130,0,0,0,0,0,296.7
4637,L51816,L,172.6161882,311.3,1466,43,9.532893439,210,0,0,0,0,0,303
3243,L50422,L,221.7115109,309.6,1384,42.4,5.998179494,131,0,0,0,0,0,
1679,L48858,L,284.8349131,307.5,1644,32.8,6.396836364,215,0,0,0,0,0,298
6893,L54072,L,185.504687,311.6,1440,43.3,7.450560739,131,0,0,0,0,0,301
6375,L53554,L,175.2716938,309.5,1506,38.8,5.540566142,87,0,0,0,0,0,300
7575,L54754,L,150.1387798,311.1,1487,37.4,1.470545235,162,0,0,0,0,0,300.4
1758,M16617,M,260.6234339,307.4,1335,56.2,5.802675552,190,0,0,0,0,0,
6020,L53199,L,302.1860977,310.8,1519,43.9,5.999752884,55,0,0,0,0,0,300.7
5117,L52296,L,256.2952224,313.8,1401,53.9,7.998424102,142,0,0,0,0,0,304.2
8756,M23615,M,319.8335015,308.7,1582,31.9,8.210114762,161,0,0,0,0,0,297.4
7409,L54588,L,344.0334965,310.9,1292,51.1,6.526883712,173,0,0,0,0,0,299.9
2791,L49970,L,377.8883822,309.6,1356,45.9,2.230467548,64,0,0,0,0,0,300.4
864,L48043,L,398.445638,306.7,1416,44.2,5.43568506,46,0,0,0,0,0,296
7859,L55038,L,355.6238062,311.9,1350,51.7,6.643224716,18,0,0,0,0,0,300.5
1485,M16344,M,295.3422011,309,1562,39.2,9.884405888,155,0,0,0,0,0,298
7036,L54215,L,216.2235289,310.6,1497,38.2,6.485741422,83,0,0,0,0,0,300.6
7722,L54901,L,336.4747482,311.6,1425,42.4,8.686256477,102,,0,0,0,0,
5978,L53157,L,186.2228836,310.7,1750,30.6,9.752666911,171,0,0,0,0,0,300.6
5135,L52314,L,151.6303019,313.3,1438,,5.58941598,188,0,0,0,0,0,304.1
207,L47386,L,140.2180796,308.7,1609,35.3,5.133064648,117,0,0,0,0,0,298.5
4489,M19348,M,122.5526237,310.4,1509,37.6,7.031497941,45,0,0,0,0,0,
6939,L54118,L,165.887608,311.2,1452,44.4,6.422446032,33,0,0,0,0,0,300.7
9063,L56242,L,276.0157184,308.3,1576,35.3,9.112628912,113,0,0,0,0,0,297.2
6911,L54090,L,234.0822495,311.2,1434,45.6,7.801041333,174,,0,0,0,0,300.8
503,L47682,L,247.5028424,309.2,1390,43.3,4.9644952,221,0,0,0,0,0,297.6
7386,M22245,M,349.8399138,310.5,1375,53.9,7.421136216,110,0,0,0,0,0,299.8
1029,L48208,L,142.8719357,307.4,1472,39.9,1.172075223,51,0,0,0,0,0,296.3
3841,L51020,L,374.9088631,311,1610,33.1,6.883868085,161,0,0,0,0,0,302.4
8111,H37524,H,192.470558,311.8,2141,18.5,7.284006619,204,0,0,0,0,0,300.3
5057,M19916,M,107.2475623,312.9,1430,53.5,5.68263552,189,0,0,0,0,0,303.9
9763,L56942,L,251.4425312,309.7,1925,22.1,9.25747605,7,,0,0,0,0,298.6
8155,L55334,L,108.7133843,310.7,1393,52.1,7.502498376,110,0,0,0,0,0,299.6
2732,M17591,M,301.7114757,309.2,1597,32.9,5.067786258,135,0,0,0,0,0,299.7
8997,L56176,L,223.1722967,307.9,1540,37.1,5.4627896,164,0,0,0,0,0,297.2
2455,L49634,L,159.1832704,308.6,1653,31.7,1.541877666,100,,0,0,0,0,299
7216,L54395,L,266.8499234,309.8,1477,47.7,4.425285078,112,0,0,0,0,0,
3105,M17964,M,277.5976635,309.2,1678,29.8,4.542062006,202,0,0,0,0,0,299.8
8393,M23252,M,383.1241005,309.6,1502,39.4,7.84268234,84,0,0,0,0,0,298.5
6279,L53458,L,152.6892323,310.7,1568,38.3,1.215539258,49,0,0,0,0,0,301.2
3100,M17959,M,370.6788088,309.1,1513,43.8,1.78668918,188,0,0,0,0,0,299.9
6185,L53364,L,130.1129467,311,1553,,7.587042776,26,0,0,0,0,0,301
3562,L50741,L,199.1266269,310.6,1486,38.5,8.459484709,78,0,0,0,0,0,301.7
5893,L53072,L,346.8105281,311.1,1472,44.5,4.219269777,159,0,0,0,0,0,301.4
392,L47571,L,199.3033316,308.6,1491,38.1,6.274184203,152,0,0,0,0,0,297.6
6737,L53916,L,225.0092918,311,1527,42.2,5.840048059,144,0,0,0,0,0,301.7
5619,M20478,M,301.4687505,312.4,1645,29.6,7.949013196,129,0,0,0,0,0,303
5259,M20118,M,222.3530489,312.9,1572,44.7,8.233930623,84,0,0,0,0,0,303.5
9688,M24547,M,171.2150515,310.1,1649,,4.639565122,41,0,0,0,0,0,299.1
2696,L49875,L,131.7326605,309.5,1869,22.7,2.00208755,49,0,0,0,0,0,300
2028,L49207,L,327.0961269,308.4,1750,25.8,8.330364206,72,0,0,0,0,0,298.7
5464,L52643,L,182.955579,312.4,1561,34.8,4.380329433,150,0,0,0,0,0,
2569,L49748,L,293.445909,309.2,1450,43.1,3.929940916,160,0,0,0,0,0,299.6
8007,L55186,L,370.8057623,312.1,1462,46,4.807345843,166,0,0,0,0,0,300.9
65,L47244,L,131.9675386,309.1,1523,38.6,4.753152693,177,0,0,0,0,0,299
2063,M16922,M,112.4463107,309.6,1477,42.7,1.896115728,163,0,0,0,0,0,299.7
5277,L52456,L,235.0887264,313,1606,34,2.647182672,126,0,0,0,0,0,303.5
7209,L54388,L,204.0309542,309.7,1707,29.1,4.147444254,94,0,0,0,0,0,299.8
8685,L55864,L,228.3783337,308.5,1588,40.4,6.334278051,190,0,0,0,0,0,297.2
8572,L55751,L,136.0731521,308.6,2262,15.7,9.14756856,125,0,0,0,0,0,297.9
6332,H35745,H,102.7791868,310,1495,47.4,9.082268201,184,0,0,0,0,0,
4860,L52039,L,138.5747336,312.4,1535,38.6,6.039591103,107,0,0,0,0,0,303.7
4888,L52067,L,174.1914753,312.5,1481,33.3,2.768971179,182,0,0,0,0,0,303.7
9269,L56448,L,352.960767,308.8,1666,31.5,2.591818978,30,0,0,0,0,0,298.2
879,M15738,M,228.9764978,306.3,1685,34.9,6.783673043,84,0,0,0,0,0,295.7
8530,M23389,M,229.0880884,309.4,1522,47.4,4.478667294,20,0,0,0,0,0,298.5
7917,L55096,L,398.1703264,312.1,1512,37.1,9.931235865,169,0,0,0,0,0,300.8
6864,L54043,L,389.3632847,311.3,1630,29.5,3.542155324,51,0,0,0,0,0,301.1
7893,M22752,M,343.1198436,312.6,1555,40.6,5.708303081,109,0,0,0,0,0,300.9
6440,L53619,L,122.7823286,310.1,1656,32.7,8.510280335,44,0,0,0,0,0,300.6
7870,M22729,M,383.0357221,312,1779,27.7,9.653607799,46,0,0,0,0,0,300.5
1017,M15876,M,221.8289182,307.2,1319,,2.470713995,24,0,0,1,0,0,296.3
9468,L56647,L,302.6091093,309.3,1702,27.6,9.32783823,143,0,0,0,0,0,298.6
7630,M22489,M,338.7804154,311.7,1269,64,8.078305209,87,0,0,0,0,0,300.5
996,L48175,L,248.282856,307.3,1566,35.8,1.611952869,175,0,0,0,0,0,296.3
4298,M19157,M,154.0336411,310.2,1609,34.2,3.217893996,217,0,0,0,0,0,301.8
162,L47341,L,362.2201507,308.1,1412,52.3,5.474711824,218,0,0,0,1,0,
5676,M20535,M,292.6348057,311.7,1453,42.5,7.376463744,56,0,0,0,0,0,302.3
6874,L54053,L,381.608953,311.4,1478,39.5,1.295931768,75,0,0,0,0,0,301
9693,M24552,M,384.2201495,310,1667,30,6.247664273,53,0,0,0,0,0,299
7990,L55169,L,225.9155266,312.4,1430,37.9,8.873945789,124,0,0,0,0,0,301.1
3844,L51023,L,337.7100071,311.2,1227,60.1,2.301874907,167,0,0,0,0,0,302.5
1022,M15881,M,344.1156513,307.2,1454,42.5,7.744216826,35,0,0,0,0,0,296.3
3074,L50253,L,320.4986537,309.1,1478,46.9,1.49297669,116,0,0,0,0,0,300.1
7556,L54735,L,117.3997869,311.3,1332,,8.430668376,112,0,0,0,0,0,300.3
3944,L51123,L,211.2346315,311.4,1333,66.7,9.207082994,205,0,0,1,1,0,302.3
1586,L48765,L,369.5634514,308.3,1400,48.7,5.859637508,194,0,0,0,0,0,
3153,M18012,M,317.400007,309.8,1473,42.3,4.798755669,121,0,0,0,0,0,300.5
8227,L55406,L,115.8823786,310.5,1389,61.4,8.585019557,64,0,0,0,0,0,299.1
776,L47955,L,327.7676391,307.8,1453,46,6.709754348,33,0,0,0,0,0,296.7
9671,L56850,L,368.6221389,310.2,1690,30.7,3.221006062,244,0,0,0,0,0,299
7100,M21959,M,120.3251492,310.2,1373,44.1,1.177840475,28,0,0,0,0,0,300.7
5487,L52666,L,366.6694581,312.2,1520,43,2.357956977,208,0,0,0,0,0,302.6
6236,L53415,L,268.5968667,310.9,1596,33.9,1.49520242,157,0,0,0,0,0,301.3
9556,H38969,H,333.5873881,310.8,1585,31.4,2.813635415,149,0,0,0,0,0,299.4
7042,L54221,L,148.8675538,310.5,1470,37.7,6.418792459,98,0,0,0,0,0,300.6
2613,L49792,L,296.7633479,309.1,2421,14.2,7.047605824,57,0,0,0,0,0,299.4
7514,L54693,L,300.5820738,311.8,2261,14.9,9.641511716,5,,0,0,0,0,300.4
8434,M23293,M,368.3531687,310.1,1501,48.7,2.445150968,192,0,0,0,0,0,298.8
8793,L55972,L,285.5980043,308.5,1418,51.2,8.009489588,52,0,0,0,0,0,297.4
5394,L52573,L,278.3030834,312.3,1473,42.6,4.82567013,232,0,0,0,0,0,302.8
8839,L56018,L,365.3304423,309,1320,54.7,2.349062804,179,,0,0,0,0,297.5
3891,L51070,L,114.9757451,311.2,1386,53.5,2.373731054,59,0,0,0,0,,302.3
3557,L50736,L,138.2664597,310.8,1735,31.5,5.546434888,66,0,0,0,0,0,301.9
1529,L48708,L,385.438213,309,1559,34,1.975201338,54,0,0,0,0,0,298.1
